Stock,Date,EPS Reported,EPS Surprise,Beat Estimate,EPS Estimate,Net Profit Margin,Return On Assets,Current EPS Growth,Fiscal Year EPS Growth,Cash Flow Accruals,Balance Sheet Accruals,Quick Ratio,Price Earnings Ratio,Debt Equity Ratio,Return On Equity,Current Ratio,Price To Sales Ratio,Price To Book Ratio,Dividend Yield,Dividend Payout Ratio,Asset Turnover,Inventory Turnover,Cash Ratio,Gross Profit Growth,EPS Growth,Free Cash Flow Growth,Receivables Growth,Asset Growth,Debt Growth,R&D Growth
HOFT,2019-09-05,0.35,-18.6,-1,0.43,0.0273,0.01038416414967175,-0.527,0.3967,0.03353386086218517,0.02731135050724255,1.924893270201,8.8047,0.1347,0.1515,3.647,0.5131,1.191,0.019282843318857,0.16838462117222,1.8487190167588,7.2075,0.17752076379725,-0.1913,-0.527,0.1599,0.0325,0.1444,0.9098,0.0
HOFT,2019-09-05,0.35,-18.6,-1,0.43,0.0273,0.01038416414967175,-0.527,0.3967,0.03353386086218517,0.02731135050724255,1.924893270201,8.8047,0.1347,0.1515,3.647,0.5131,1.191,0.019282843318857,0.16838462117222,1.8487190167588,7.2075,0.17752076379725,-0.1913,-0.527,0.1599,0.0325,0.1444,0.9098,0.0
LE,2019-09-05,-0.09,+52.63,1,-0.19,-0.0101,-0.002716529187817259,0.4375,-0.5909,-0.05078125,-0.005916656748899128,0.95295770794732,49.3333,1.495,0.0359,2.439,0.3941,0.7691,-0.0,-0.0,1.3066681309304,4.4377,0.80975001139892,-0.0562,0.4375,-0.2024,-0.0499,-0.0185,-0.2143,0.0
SHLO,2019-09-05,0.04,+100,1,0.02,-0.0103,-0.004017571126877536,-1.234,13.25,-0.02121793654936763,0.0685800499601734,0.9340809089118,18.551,1.2363,0.0575,1.367,0.1866,0.3175,-0.0,-0.0,1.6062902032621,17.1132,0.069132954620083,-0.2826,-1.234,-1.2384,-0.0649,-0.0572,0.0445,0.0
KIRK,2019-09-05,-1.05,-47.89,-1,-0.71,-0.1428,-0.036503353958865496,-1.814,-0.2727,-0.010215395374820361,-0.03825659977964587,0.66961726911343,43.5417,0.0,0.0289,1.825,0.24,0.5566,-0.0,-0.0,2.3347489428031,7.8107,0.66961726911343,-0.2779,-1.814,0.2249,0.0,0.6899,0.0,0.0
ZUMZ,2019-09-05,0.36,+89.47,1,0.19,0.0395,0.010229399236733801,1.1176,0.6574,-0.018448055620729015,0.033549385701847734,1.9666408901491,13.7845,0.0,0.1129,3.514,0.6509,1.3548,-0.0,-0.0,1.8319642823714,7.6726,0.5630235855136,0.0643,1.0,0.4825,0.0516,0.6632,61.6171,0.0
AEO,2019-09-04,0.39,+21.88,1,0.32,0.0624,0.019344425196901962,0.1176,0.3009,-0.013365547745730405,0.023406514143244694,0.95631950907131,14.3919,0.0,0.2034,1.928,0.9312,2.0178,0.025999980600416,0.37083718337393,2.1202934992419,9.8119,0.61426899722655,0.0835,0.1176,-0.2186,0.3297,0.815,0.0,0.0
HOME,2019-09-04,0.18,+20,1,0.15,0.0303,0.003591130026440568,2.0,0.48,6.226193457515914e-05,0.11352072781763403,0.028666189819309,28.8077,0.8389,0.0689,0.882,1.2252,1.2371,-0.0,-0.0,0.67541127768065,3.5771,0.028666189819309,0.031,2.0,-1.1876,0.0,0.8509,2.4577,0.0
AVAV,2019-09-04,0.74,+111.43,1,0.35,0.1969,0.03200631521450404,-0.3772,1.6267,0.026183073878282472,0.036065733989505855,9.0779877858512,34.28,0.0,0.1026,10.466,5.2209,3.1991,-0.0,-0.0,0.61762347595727,6.8708,3.8494182677306,0.2664,-0.3793,1.4312,0.2306,0.1129,0.0,0.3534
VRA,2019-09-04,0.25,-7.41,-1,0.27,0.0489,0.010579792127145462,-0.3462,2.1053,-0.000816888630247651,0.016103712453546984,3.4088988887868,15.1017,0.0,0.0704,5.796,0.7423,0.8512,-0.0,-0.0,1.1489694820902,4.6383,2.6056800440812,0.0242,-0.3462,-0.8994,0.1003,0.5398,0.0,0.0
MIK,2019-09-04,0.19,+35.71,1,0.14,0.0237,0.00662153045372603,0.0667,-0.1143,0.01630714060859167,-0.038811566130772794,0.3251450587795,7.262,-1.6639,-0.1965,1.625,0.4062,1.0706,0.00013682170853799,0.00099203555054844,2.4770261838356,4.724,0.26367080476927,-0.017,0.0667,0.5759,-0.4136,0.6908,0.5364,0.0
NAV,2019-09-04,1.56,+25.81,1,1.24,0.0513,0.021387441732931178,-0.0877,9.6563,-0.01891965999451604,0.0819304152637486,1.1055949566588,9.7355,-1.3907,-0.0865,1.349,0.323,0.4639,-0.0,-0.0,1.417704011065,10.422,0.37956396112424,0.0608,-0.0872,2.4481,0.2358,0.0534,-0.0707,0.125
REVG,2019-09-04,0.21,-50,-1,0.42,0.0091,0.0039826470379062655,-0.6786,-0.6,-0.03954199559064078,0.05772769953051643,0.66826462128476,54.55,0.7939,0.0245,2.021,0.2895,0.6433,0.018753824648644,0.98461538461538,1.6911440948796,4.9282,0.028523489932886,-0.1031,-0.6897,2.3681,0.0146,0.0021,-0.0523,-0.25
VRNT,2019-09-04,0.82,+2.5,1,0.8,0.0326,0.0036013160937692934,-0.5152,11.0,0.0018221472412308737,0.052574441772750696,1.2393517280352,47.4216,0.6226,0.0528,1.521,2.5673,2.5909,-0.0,-0.0,0.42892759642654,54.8712,0.55902577887374,0.0769,-0.5294,-1.2474,0.16,0.0841,0.133,0.1231
CONN,2019-09-03,0.62,+21.57,1,0.51,0.0498,0.009306573169169122,0.1698,10.4,-0.009230159931973582,-0.004197895980300636,6.1924501616379,8.9871,1.5409,0.1191,4.27,0.4287,0.3529,-0.0,-0.0,0.82222252875076,7.1763,0.27334068561422,0.0379,0.1852,0.3672,0.021,0.1947,0.4314,0.0
HQY,2019-09-03,0.45,+28.57,1,0.35,0.2236,0.017632062931332737,-0.1667,0.5195,-0.01104302857038804,0.16021497426564676,13.325405293773,51.95,0.0,0.1549,13.585,13.5401,9.1074,-0.0,-0.0,0.56320389948551,0.0,12.441916497436,0.2548,-0.1667,-0.0254,0.0984,1.416,0.0,0.3866
HQY,2019-09-03,0.45,+28.57,1,0.35,0.2236,0.017632062931332737,-0.1667,0.5195,-0.01104302857038804,0.16021497426564676,13.325405293773,51.95,0.0,0.1549,13.585,13.5401,9.1074,-0.0,-0.0,0.56320389948551,0.0,12.441916497436,0.2548,-0.1667,-0.0254,0.0984,1.416,0.0,0.3866
BIG,2019-08-30,0.53,+32.5,1,0.4,0.0049,0.001935284802939578,-0.7288,-0.1256,-0.029656407067642557,0.10111935191491435,0.072090328238537,8.3385,0.7483,0.2264,1.766,0.2448,0.6338,0.039811138319422,0.32256172957538,2.588831772306,5.6863,0.072090328238537,0.0139,-0.7288,1.1612,0.0,0.7456,3.0872,0.0
ANF,2019-08-29,-0.48,+9.43,1,-0.53,-0.037,-0.009140582165445065,-7.0,9.8,-0.01949014442014157,0.012714365613627704,1.4246247653945,19.7477,0.2455,0.0617,2.39,0.402,0.6071,0.037121943733005,0.7205967185844,1.5049126150186,8.3271,1.2938146451083,-0.0163,-7.0,-1.4159,0.076,0.507,4.906,0.0
REX,2019-08-29,0.36,-69.75,-1,1.19,0.0213,0.004560293508252392,-0.7483,-0.1844,-0.017578152636419684,-0.007862083625798074,12.650067611265,14.8534,0.0,0.0805,14.735,0.9482,0.981,-0.0,-0.0,1.0324103242942,24.8099,11.100711388089,-0.574,-0.7483,-0.467,-0.4756,0.0389,0.0,0.0
AOBC,2019-08-29,0.03,-57.14,-1,0.07,-0.017,-0.002728961557631189,-1.2857,-0.1081,0.03499232965027089,0.014372467091620923,1.1315474960237,28.9706,0.4526,0.0414,2.684,0.8419,1.0917,-0.0,-0.0,0.8324023949222,4.0254,0.36856483020767,-0.0871,-1.2857,-10.3333,0.6924,0.0628,0.1319,0.1491
ULTA,2019-08-29,2.76,-1.43,-1,2.8,0.0968,0.03423464161558262,0.122,0.221,-0.003057081442560306,0.046310086839712196,0.66212840036128,26.2764,0.0,0.3618,2.325,2.5524,5.3741,-0.0,-0.0,2.1047486628737,5.8134,0.49682301125603,0.1315,0.1215,1.2232,0.0347,0.5327,0.0,0.0
BURL,2019-08-29,1.36,+19.3,1,1.14,0.0509,0.016757763943154348,0.2233,0.1022,-0.01796614125966499,0.04520416748062331,0.15460567969981,28.2995,3.0571,1.2852,1.019,1.7765,4.1885,-0.0,-0.0,2.1656727847616,7.8143,0.10751902236199,0.1026,0.2075,1.4461,0.3826,0.722,1.9609,0.0
BBY,2019-08-29,1.08,+9.09,1,0.99,0.025,0.015889971958873015,0.0349,0.5951,-0.025704366404059285,-0.005703275529865126,0.39864235325436,11.1717,0.4198,0.4428,1.181,0.3716,1.3328,0.030821421850162,0.33948087431694,3.323695837532,8.0767,0.26354319180088,0.0242,0.0114,-0.393,0.0557,0.2489,3.875,0.0
PDCO,2019-08-29,0.27,+12.5,1,0.24,0.0226,0.008968773192915499,7.4,-0.588,0.022469998107249117,-0.03002477550214488,0.9030605952642,24.1778,0.5072,0.0566,1.832,0.3715,0.9627,0.04928186842631,1.1894102453724,1.7051282717941,7.2356,0.10922083972813,0.0225,7.4,-1.2772,-0.0109,0.0188,-0.0264,0.0
COO,2019-08-29,3.23,+1.89,1,3.17,0.1768,0.01945632452047693,0.1823,-0.6263,-0.012409279419388283,0.11430524540855853,0.84324324324324,90.6351,0.6116,0.0423,2.033,5.0116,5.8019,0.00022867773312183,0.020729092208721,0.4143436722942,5.4888,0.1448275862069,0.056,0.1854,-0.3368,0.0775,-0.0134,-0.2099,-0.0444
DG,2019-08-29,1.74,+10.83,1,1.57,0.0611,0.019461819806420696,0.0855,0.0604,-0.005920877303276295,0.026714683039105593,0.078082946240488,19.2053,0.4464,0.2477,1.546,1.1802,3.9232,0.010075112748064,0.19284580036641,1.9406974593681,6.6506,0.078082946240488,0.0881,0.0784,0.1925,0.0,0.6933,2.9479,0.0
TECD,2019-08-29,2.69,+17.47,1,2.29,0.0087,0.006574005676456889,0.0964,1.9148,0.0032850119721560787,0.0025550325162270408,0.81804295593334,10.6969,0.4804,0.116,1.242,0.0958,0.3202,-0.0,-0.0,2.8675009348132,11.8919,0.092846138473979,0.0657,0.1015,-0.9482,0.0366,0.0187,-0.0616,0.0
MEI,2019-08-29,0.75,+8.7,1,0.69,0.1047,0.022302781937110883,0.1905,0.5909,0.00725037433997951,0.14704786738685044,1.6721945826423,12.0163,0.4242,0.1328,2.507,1.0886,1.4845,0.014969291826503,0.17794759825328,0.81212957700739,9.9631,0.45992260917634,0.2612,0.1905,2.2778,0.2871,0.4213,4.8362,0.0
SAFM,2019-08-29,2.41,-19.93,-1,3.01,0.0565,0.030080299438834036,3.82,-0.7805,-0.02757915089473699,-0.021753579688995404,1.2580836547019,36.4407,0.0,0.0443,2.848,0.6944,1.3541,0.012953150546955,0.47152089336003,1.9500578508412,13.1326,0.60934993891065,0.7076,3.82,2.7097,0.0527,-0.0098,0.0,0.0
GMS,2019-08-29,0.89,+7.23,1,0.83,0.0293,0.010912796991198535,1.95,-0.1208,0.016382385813539783,0.19284974050135056,1.3751906853517,13.2481,1.8138,0.089,2.237,0.2294,0.647,-0.0,-0.0,1.4496179207408,11.7575,0.13201701178275,0.1178,1.8571,0.6449,-0.0021,0.0127,-0.0204,0.0
TITN,2019-08-29,0.31,-3.13,-1,0.32,0.0175,0.005354665194967722,0.087,2.7188,0.014249958219814302,0.02069237338238192,0.31928733838821,34.0727,0.2028,0.0363,1.524,0.3301,0.522,-0.0,-0.0,1.59192895848,2.6184,0.13496189814771,0.087,0.087,-2.545,0.103,0.226,1.082,0.0
ALOT,2019-08-28,0.13,-35,-1,0.2,0.0284,0.007815581854043392,-0.2353,0.7234,0.007610124917817225,-0.013800477421921623,1.2576525440908,24.0723,0.2806,0.0821,2.538,1.0165,1.8039,0.014109628530437,0.33734729493892,1.1485422287218,4.7311,0.30545307115346,-0.1061,-0.1765,-1.0878,-0.1432,0.0394,-0.073,-0.1203
ALOT,2019-08-28,0.13,-35,-1,0.2,0.0284,0.007815581854043392,-0.2353,0.7234,0.007610124917817225,-0.013800477421921623,1.2576525440908,24.0723,0.2806,0.0821,2.538,1.0165,1.8039,0.014109628530437,0.33734729493892,1.1485422287218,4.7311,0.30545307115346,-0.1061,-0.1765,-1.0878,-0.1432,0.0394,-0.073,-0.1203
HRB,2019-08-28,-0.72,+4,1,-0.75,-0.9992,-0.04831093247588424,0.0,-0.299,0.10726109324758842,0.024685393052579347,2.0007475614869,13.2732,2.7563,0.7802,2.16,1.7873,2.2694,0.037143102677276,0.48628786605729,0.93785835824536,0.0,1.8501897614412,-0.0347,0.0,-0.2874,0.0787,0.1938,0.3194,0.0
OLLI,2019-08-28,0.35,-23.91,-1,0.46,0.0754,0.01629821393073162,-0.1556,0.0459,0.01845900613918817,0.054980834716152636,0.34776417918355,37.2824,0.0007,0.1432,2.374,4.0792,10.5144,-0.0,-0.0,1.0710731551169,4.5011,0.34398924474821,0.1013,-0.1667,10.3022,-0.2566,0.4463,13.7565,0.0
OLLI,2019-08-28,0.35,-23.91,-1,0.46,0.0754,0.01629821393073162,-0.1556,0.0459,0.01845900613918817,0.054980834716152636,0.34776417918355,37.2824,0.0007,0.1432,2.374,4.0792,10.5144,-0.0,-0.0,1.0710731551169,4.5011,0.34398924474821,0.1013,-0.1667,10.3022,-0.2566,0.4463,13.7565,0.0
FIVE,2019-08-28,0.51,+2,1,0.5,0.0691,0.017374163712819794,0.1333,0.4457,0.0015770589447625613,0.15567982951166645,1.3320953754371,47.3172,0.0,0.2433,2.538,4.5339,7.4384,-0.0,-0.0,1.6377422647501,7.2424,0.994638588728,0.2006,0.1556,0.0324,0.0,1.1486,0.0,0.0
PVH,2019-08-28,2.1,+11.7,1,1.88,0.0818,0.014000535420992844,0.217,0.4108,-0.014297187592703804,-0.0009263391917269489,0.66307619198479,11.1703,0.486,0.1281,1.71,0.8541,1.7838,0.0014073000930999,0.015541264737406,0.81397877559277,5.8109,0.23866096414805,-0.0066,0.2047,0.0812,0.1057,0.1815,0.6275,0.0
SCVL,2019-08-28,0.8,+2.56,1,0.78,0.0441,0.01706440833433087,0.0526,1.1304,-0.010815246627716973,0.0029019445067594075,0.96405967450271,14.4781,0.0,0.1253,4.765,0.5447,1.2691,0.0086949559202519,0.12489838730825,2.4632834049842,3.9752,0.94683826853526,-0.0201,0.0519,3.3076,-0.3839,0.4527,0.0,0.0
TIF,2019-08-28,1.12,+7.69,1,1.04,0.13,0.021580455675359014,-0.0427,0.6047,0.0021374625944045977,-0.012507985297793744,1.5327948753655,18.6017,0.3198,0.1881,5.235,2.4349,2.0248,0.024328370893167,0.44986357435198,0.83294580911307,1.8977,1.1037459963793,-0.0452,-0.0342,1.8218,0.1643,0.2216,1.2701,0.0
SMTC,2019-08-28,0.38,+8.57,1,0.35,0.0391,0.0050799288847823655,-0.7838,0.7037,-0.02649401598388358,-0.010655493175504512,3.0123235371092,49.5313,0.3092,0.0924,3.736,4.9892,4.6147,-0.0,-0.0,0.5900905181295,9.3093,2.4025124313007,-0.1522,-0.7895,-0.2855,-0.2518,-0.0473,-0.0789,-0.09
DY,2019-08-28,1.09,+32.93,1,0.82,0.0338,0.012839878180925635,0.0,-0.5996,0.035867136294001255,0.06513892870282514,2.6442940303378,29.8706,1.0858,0.0782,3.847,0.6008,1.1649,-0.0,-0.0,1.4911540055008,36.07,0.45033702818686,0.0429,-0.0104,-1.746,0.1636,0.1926,0.3436,0.0
DY,2019-08-28,1.09,+32.93,1,0.82,0.0338,0.012839878180925635,0.0,-0.5996,0.035867136294001255,0.06513892870282514,2.6442940303378,29.8706,1.0858,0.0782,3.847,0.6008,1.1649,-0.0,-0.0,1.4911540055008,36.07,0.45033702818686,0.0429,-0.0104,-1.746,0.1636,0.1926,0.3436,0.0
EXPR,2019-08-28,-0.13,+13.33,1,-0.15,-0.0205,-0.00472715916880338,-5.6667,-0.4583,-0.013824370666182079,-0.044114691071368096,0.68818531300511,41.3077,0.0,0.0165,1.864,0.1739,0.4119,-0.0,-0.0,1.9476269225778,8.009,0.62495449448837,-0.099,-5.6667,-0.5425,0.1107,0.8225,0.0,0.0
GES,2019-08-28,0.38,+31.03,1,0.29,0.0371,0.0105411530411239,0.129,2.4545,-0.020074065316684177,-0.0019453292580969906,0.98090782606135,115.4118,0.047,0.0168,2.004,0.6093,0.9825,0.047344634968741,5.2198028228952,1.5823951540288,5.8174,0.38831243880713,0.1096,0.125,2.0049,0.0339,0.5109,30.4427,0.0
MOV,2019-08-28,0.36,-26.53,-1,0.49,0.1109,0.020823643191840414,0.9231,4.9545,0.029125740069067166,0.08136256913302507,2.4310410620945,12.0113,0.1012,0.1241,4.155,1.0859,1.2874,0.025266188132889,0.29970466052187,0.89451902788071,4.2877,1.6853562649202,0.0964,0.9487,-4.4714,0.1179,0.3402,0.0,0.0
GEF,2019-08-28,1.26,+6.78,1,1.18,0.0501,0.011292414091203804,-0.0783,0.7574,-0.014192061090699518,-0.005834668824197539,0.82199343479558,13.2865,0.8216,0.189,1.457,0.5855,0.97,0.045018781065767,0.47755491881566,1.2125328659071,13.6162,0.14055505819158,0.287,-0.0783,5.0769,0.5352,0.6829,1.7662,0.0
SPWH,2019-08-28,0.13,+8.33,1,0.12,0.026,0.009406957863741123,-0.1333,0.3095,-0.045328944104054844,0.012017310339623034,0.0074626245502065,9.5091,2.2875,0.3019,1.22,0.2645,0.578,-0.0,-0.0,2.1834290313373,3.1036,0.0064279956454173,0.0131,-0.1333,3.5021,-0.384,0.3099,0.745,0.0
TLYS,2019-08-28,0.31,+55,1,0.2,0.0574,0.017183332685534278,-0.0606,0.6471,-0.01310219862999754,0.005241059595836641,1.5439290965361,14.9765,0.0,0.1527,2.233,0.6271,1.2788,0.084570053033899,1.1653369682877,2.0414165256781,10.9787,0.7008091796132,0.0322,-0.0606,-0.17,0.0515,0.7915,0.0,0.0
WSM,2019-08-28,0.87,+3.57,1,0.84,0.0457,0.016189448174151824,0.2742,0.3411,-0.002273055582617792,0.004839608808856082,0.41500839216533,13.4195,0.2593,0.2887,1.576,0.7776,1.6031,0.031585821816537,0.42053259970511,2.0163197816871,5.1876,0.31536119805138,0.0429,0.2698,-0.5202,0.0451,0.4838,4.7783,0.0
AMWD,2019-08-27,2.13,+8.67,1,1.96,0.0629,0.016558294362011956,0.1277,0.2812,-0.022009762131209747,-0.036347706467091366,1.2370947255833,18.5806,1.1147,0.1349,2.046,0.922,2.7905,-0.0,-0.0,1.075420394776,15.4252,0.39545424159369,-0.0127,0.1277,0.354,-0.0868,0.0165,-0.0067,0.0
HPE,2019-08-27,0.45,+12.5,1,0.4,-0.0037,-0.0005319148936170213,-1.069,4.8571,-0.02409377462568952,-0.05058212645103893,1.3314338876614,12.2,0.5716,0.0898,1.004,0.7274,0.599,0.025008564994764,0.29874213836478,0.55596201322689,12.9576,0.28375392487499,0.0366,-1.0667,-0.1372,-0.1864,-0.1174,0.0302,0.1057
SJM,2019-08-27,1.58,-9.2,-1,1.74,0.0869,0.009206984444603253,0.1624,-0.6163,-0.00398413492460516,0.044048418586489654,0.25842408712364,27.1305,0.7416,0.0645,0.694,1.7796,3.7887,0.027273890827959,0.73464230171073,0.46902395385159,8.8831,0.04326286568439,0.0316,0.1624,0.048,-0.0605,-0.0412,-0.116,0.0
HEI,2019-08-27,0.59,+9.26,1,0.54,0.1523,0.02739530748359619,0.2041,0.3869,-0.01825768303624512,0.027287983124483262,1.0511845454964,42.7704,0.3808,0.1854,2.598,6.2666,10.7945,0.0013839236180187,0.059263288238766,0.6699795281217,4.7712,0.21102294736022,0.1719,0.1961,0.2017,0.0401,0.1151,0.0262,0.0
EV,2019-08-27,0.9,+4.65,1,0.86,0.237,0.02422950248467301,0.0843,0.2851,-0.013756069464180532,0.21389174009974996,3.4791556880419,13.5285,1.3479,0.3449,1.935,3.1352,1.5692,0.028512497810504,0.37926312647602,0.47293522568657,0.0,2.1427496506503,0.0137,0.0562,-0.3176,0.0694,0.367,0.8212,0.0
VEEV,2019-08-27,0.55,+12.24,1,0.49,0.2969,0.04260659310171288,0.5625,0.5,-0.01141541831531847,0.14681638875780617,3.5203754407489,68.5912,0.0,0.1857,3.574,18.379,10.361,-0.0,-0.0,0.52136154691776,0.0,1.3739171417029,0.3079,0.5429,0.1544,0.3182,0.3629,0.0,0.3173
JILL,2019-08-27,-0.05,+44.44,1,-0.09,-0.5352,-0.1391460072928129,-10.6087,-0.4567,-0.16685294265720182,0.024034233123323357,0.68088675970015,7.06,1.1238,0.1428,1.7,0.3105,0.7347,-0.0,-0.0,1.1264362316344,8.9434,0.64202798762571,-0.097,-10.2083,-0.5472,0.1743,0.1502,1.0135,0.0
BKE,2019-08-23,0.34,+13.33,1,0.3,0.0803,0.018768203403585145,0.0625,0.0649,0.011582551324858184,-0.010150006851770855,2.5173025338624,8.8832,0.0,0.2427,4.106,0.9687,1.6268,0.11549030294432,1.0223412266756,1.6792957356505,7.2821,1.8673767984216,-0.003,0.0625,-0.4868,-0.0743,0.6005,0.0,0.0
FL,2019-08-23,0.66,-1.49,-1,0.67,0.0338,0.008928571428571428,-0.2667,1.0991,0.00744047619047619,-0.018121064130574478,1.1662303664921,11.9338,0.0495,0.2159,3.296,0.7942,1.7281,0.024619560936745,0.29205175600739,2.0782722513089,6.234,1.1662303664921,-0.0093,-0.2763,0.3333,0.0,0.7537,26.1774,0.0
HIBB,2019-08-23,-0.13,+18.75,1,-0.16,-0.0348,-0.011405762131778262,-7.1667,-0.117,-0.014116222351291757,0.08355797287657343,0.41106231207401,10.9013,0.1131,0.0846,2.123,0.3004,0.6177,-0.0,-0.0,1.8471830276615,3.7815,0.35640867301888,0.151,-7.1667,-1.1136,0.0,0.5455,405.2271,0.0
HRL,2019-08-22,0.37,+2.78,1,0.36,0.0871,0.02507349228921818,-0.0513,0.1847,-0.0009893676293997317,0.07715098358270164,0.93033714573708,22.3455,0.1116,0.1807,1.8,2.3836,5.3903,0.01730441910554,0.38345189400676,1.1723603132877,10.1305,0.40313491624477,-0.0475,-0.075,-0.2631,-0.0547,0.0075,-0.6527,0.0
TTC,2019-08-22,0.83,+13.7,1,0.73,0.0723,0.026239829452148797,-0.2329,0.0373,-0.014943718602972724,0.025188505111801176,0.90550189153923,22.0039,0.4672,0.4065,1.68,2.2701,4.8174,0.01429423365637,0.31268409459474,1.666885213344,7.6207,0.54281825264956,0.1384,-0.24,-0.3126,0.4227,0.505,1.3063,0.0
DKS,2019-08-22,1.26,+4.13,1,1.21,0.0498,0.016273391355149477,0.05,0.0764,-0.01191488623274909,-0.002000932417822337,0.1007703508948,10.8654,0.0,0.168,1.411,0.414,0.8792,0.025905181866391,0.27909674111497,2.0148721719719,4.7721,0.075535061898568,0.027,0.0579,-0.5455,0.0019,0.629,30.89,0.0
GPS,2019-08-22,0.63,+18.87,1,0.53,0.0419,0.0119632557145909,-0.4211,0.2103,-0.027487004201381473,0.0037411148522259632,0.62971481140754,9.6858,0.3515,0.2823,1.955,0.5816,1.1904,0.038678828686853,0.37188434695912,2.0598832153062,8.0329,0.49724011039558,-0.0436,-0.4286,-0.0684,0.0,0.7532,5.2762,0.0
HPQ,2019-08-22,0.58,+5.45,1,0.55,0.0807,0.03638327418608239,0.4444,1.2027,-0.035920382656997374,0.0253053972014511,0.40901675221838,7.3152,-9.3693,-8.3365,0.851,0.6533,1.3302,0.023611845734698,0.16876290595082,1.6888683496043,9.8704,0.20556285066253,0.0807,0.4364,0.554,0.1473,-0.054,-0.2959,0.1902
VMW,2019-08-22,1.6,+3.23,1,1.55,2.0197,0.24180247398389948,6.5833,2.6792,0.20749067347339487,-0.18244674919147988,0.94136235955056,25.3384,7.6987,4.3956,0.992,6.8746,7.0652,0.17923231672284,4.541701073493,0.61205838221252,0.0,0.49683988764045,0.1097,6.6076,-0.1582,0.3269,-0.1297,0.1406,0.1518
CRM,2019-08-22,0.66,+40.43,1,0.47,0.0228,0.0027297816174706026,-0.7179,1.9184,-0.010349172066234702,0.16602492365471064,0.82327854286984,102.6824,0.2033,0.0711,0.949,8.753,7.6244,-0.0,-0.0,0.43211764323128,0.0,0.23713904931142,0.2459,-0.7,-0.1042,0.1778,0.2909,0.6376,0.311
ROST,2019-08-22,1.14,+1.79,1,1.12,0.1037,0.04509652426964448,0.0962,0.2,-0.01767438119997854,0.029810757135922437,0.75124907687745,21.4744,0.0945,0.4802,1.694,2.2839,5.5523,0.0099355321453389,0.21240827310598,2.4669580655321,8.8342,0.70312179644128,0.0608,0.0952,-0.053,0.0735,0.5346,7.4559,0.0
RAVN,2019-08-22,0.24,-29.41,-1,0.34,0.0894,0.02328212646608873,-0.3684,0.2566,-0.02292622811490736,0.048674910632153796,3.6383686806039,25.6875,0.0,0.1676,5.539,3.2705,4.5392,0.014147501733032,0.36206896551724,1.1288650779331,7.4327,1.9903488336913,-0.0945,-0.3684,-0.3209,-0.0106,0.0579,0.0,0.1489
ADI,2019-08-21,1.26,+3.28,1,1.22,0.2448,0.016802516848931106,-0.1019,0.9179,-0.008817920261143941,-0.0169055735424484,1.3846548793057,21.4876,0.562,0.1327,2.008,5.1774,9.4065,0.022334457786807,0.47030356445495,0.30339715024185,10.902,0.77641317121592,-0.0592,-0.1091,-0.131,-0.0292,0.0495,-0.132,-0.0396
LB,2019-08-21,0.24,+20,1,0.2,0.0131,0.003578828404595969,1.875,-0.3246,-0.018553399886984366,-0.00363322864708418,0.89627391742195,11.6052,-6.687,-0.7411,1.641,0.562,1.1751,0.091727215847827,1.0341614906832,1.636217552534,10.6407,0.71148036253776,0.0593,1.875,0.0755,-0.0871,0.3934,0.5875,0.0
TGT,2019-08-21,1.82,+12.35,1,1.62,0.0509,0.02256652071404513,0.2215,0.0416,-0.037314150988788916,0.012096625936048435,0.10363660583455,13.0523,1.1754,0.26,0.834,0.5016,0.9121,0.035489797421748,0.45454545454545,1.8250423831436,8.3294,0.10363660583455,0.047,0.22,0.4723,0.0,0.0393,0.0341,0.0
LOW,2019-08-21,2.15,+6.97,1,2.01,0.0798,0.041184420690502516,0.1505,-0.3056,0.005651799975426957,-0.011217925758248686,0.050286266124026,34.1937,4.452,0.635,0.981,1.0935,2.2796,0.018739099538269,0.62878133102852,2.0664483598006,5.9538,0.035248672139063,-0.0211,0.1505,-0.4462,0.0,0.0968,0.3956,0.0
PLCE,2019-08-21,0.19,+5.56,1,0.18,0.0036,0.0011683596246213188,-0.7778,0.2869,-0.0004503132630680986,-0.12786260686605802,0.31460263911478,15.0066,0.1554,0.3211,1.314,0.7649,2.0317,0.021939368269424,0.32727812995246,2.6656965308935,6.1732,0.20861861381597,-0.1031,-0.7778,-2.1988,-0.1677,0.5258,6.4537,0.0
KEYS,2019-08-21,1.25,+22.55,1,1.02,0.1463,0.02504725897920605,0.3175,0.5357,-0.018115942028985508,-0.009271072552521901,1.0512995896033,64.8636,0.7357,0.0678,1.627,2.7587,2.6632,-0.0,-0.0,0.66586538461538,6.4258,0.62448700410397,0.1441,0.3281,123.0,0.0352,0.0859,0.0011,0.0909
JWN,2019-08-21,0.9,+20,1,0.75,0.0364,0.014192249622546553,-0.0526,0.2819,-0.05858077503774534,-0.014311605524654708,0.326826382727,13.5964,3.0756,0.646,0.998,0.4834,0.9894,0.033263768503799,0.44326241134752,2.0111590159777,7.9201,0.28305235137533,-0.0555,-0.0619,0.0207,0.055,0.1702,0.7655,0.0
SNPS,2019-08-21,1.18,+7.27,1,1.1,0.1172,0.01623961876085577,0.25,2.2045,-0.04396490530125745,0.06493976809651521,0.60755464549102,30.8724,0.1349,0.1243,0.734,4.2624,5.078,-0.0,-0.0,0.50782154301336,33.871,0.34394493951004,0.1212,0.2642,0.1876,-0.0876,0.0618,-0.7716,0.0267
